micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.903307144162251,0.6569606211869107,0.2611907386990077,0.37377721678763015,0.903307144162251,0.4108887203447776,0.17566047862420398,0.2272331316690836,0.7914529248751175,0.8397776818212186,0.3486110153393283,0.49223367633589254,0.07594787329435349,0.02964486524556178,0.10237759351730347,0.2717131978909659
