micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.9062427675254279,0.6770698994067578,0.2894156560088203,0.4054993434772534,0.906242767525428,0.4505667450173077,0.19050872639257058,0.23755793516432844,0.7943886141010545,0.8473884576086108,0.36446328161921926,0.5144378076130594,0.07324564456939697,0.01741016205012021,0.06344467401504517,0.2561543309126735
