micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.8677873195687923,0.6598717361429226,0.23518367346938776,0.3467741935483871,0.8677873195687921,0.38062511683160655,0.13378992525989788,0.1745206515283959,0.7396407589517783,0.7871355798042603,0.3545604392257791,0.47577921881669205,0.10331425815820694,0.030877886846234104,0.056504786014556885,0.35423173495410265
