micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.8889645574239319,0.6703032090028994,0.41209081708182904,0.510397859621879,0.8889645574239319,0.4813392257746924,0.24029084264666165,0.27845505196844267,0.8064150958541535,0.8726766835392907,0.3793480431660482,0.5896740307880605,0.082673579454422,0.010964077339576881,0.055442750453948975,0.2769807847451815
