micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.8871527556783224,0.7014994733254849,0.34204444175893894,0.45986372452450824,0.8871527556783226,0.5140524120197617,0.16934544206108854,0.21705273213670942,0.7760529228118828,0.8616664328893267,0.34639490859745514,0.5776122713726773,0.08437741547822952,0.01709595305841925,0.0713096559047699,0.28530532794058805
