micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.852611837387611,0.6342270168570865,0.47955027820799634,0.5461482178321313,0.8526118373876108,0.5789338758866406,0.28192749068042605,0.30992531705346144,0.7719901773046943,0.8498047635982106,0.41147686453973215,0.6065452654409887,0.10610917210578918,0.01894970997900731,0.06281116604804993,0.3458812438234285
