micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.8696388330592606,0.6639135959339263,0.2559183673469388,0.3694320056563752,0.8696388330592607,0.4661565381187633,0.16719067937091076,0.21257175455541522,0.7507065140048812,0.786097936392683,0.3693722415774058,0.4903333831235219,0.10129447281360626,0.01956331665493283,0.02561822533607483,0.3441534760105015
