micro_accuracy,micro_precision,micro_recall,micro_f1,macro_accuracy,macro_precision,macro_recall,macro_f1,macro_auroc,micro_auroc,macro_auprc,micro_auprc,micro_brier_score,micro_ece,micro_mce,micro_log_loss
0.8509421793386711,0.6256727424102763,0.4828084667010841,0.5450342232899688,0.8509421793386713,0.5103693242768952,0.2804348557906265,0.30986363000103645,0.7647270083468061,0.8467829074685799,0.40254559734164086,0.6012891205401851,0.10731478780508041,0.023750546970242172,0.06766021251678467,0.35039481140199036
